ostan,shahrestan,bakhsh,shahr,fam,pop,m,f,lat,lon
کرمانشاه,کرمانشاه,مرکزي,کرمانشاه 6,27907,93372,46703,46669,34.384373,47.0863365
کرمانشاه,کرمانشاه,مرکزي,کرمانشاه 7,39144,131421,65523,65898,34.3533738,47.0820782
کرمانشاه,کرمانشاه,مرکزي,کرمانشاه 8,27849,92586,46252,46334,34.36644,47.0897463
کرمانشاه,کرمانشاه,ماهيدشت,چقانرگس,1766,6098,3147,2951,34.346881249999996,46.76020199127632
کرمانشاه,کرمانشاه,ماهيدشت,ماهيدشت,3334,11707,6378,5329,34.2677638,46.8003223
کرمانشاه,کرمانشاه,ماهيدشت,رباط,252,823,432,391,34.022405,-6.834543
کرمانشاه,کرمانشاه,کوزران,سنجابي,2326,8231,4265,3966,35.7637295,51.441706
کرمانشاه,کرمانشاه,کوزران,هفت آشيان,440,1444,700,744,34.9676,47.4579
کرمانشاه,کرمانشاه,کوزران,کوزران,1140,4007,2085,1922,34.4965,46.599
کرمانشاه,کرمانشاه,بيلوار,رازآور,2280,7989,4063,3926,34.713415,46.90595509881067
کرمانشاه,کرمانشاه,بيلوار,پشت دربند,2699,9080,4678,4402,34.8146348,47.3128088
کرمانشاه,پاوه,باينگان,ماکوان,633,2149,1071,1078,31.5790405,65.4689749
کرمانشاه,پاوه,باينگان,شيوه سر,760,2654,1300,1354,38.0899409,44.4715488
کرمانشاه,پاوه,باينگان,باينگان,457,1513,771,742,34.9813,46.2709
کرمانشاه,پاوه,باينگان,بانوره,891,3187,1541,1646,34.970525,46.3600038
کرمانشاه,پاوه,مرکزي,شمشير,3044,10234,5144,5090,34.9931,46.4178
کرمانشاه,پاوه,مرکزي,هولي,1862,6173,3140,3033,29.32287695,48.11628897398228
کرمانشاه,پاوه,مرکزي,پاوه,7932,25771,13037,12734,35.0458307,46.3622191
کرمانشاه,پاوه,نوسود,سيروان,1034,3118,1632,1486,34.6482023,45.423282
کرمانشاه,پاوه,نوسود,نودشه,1229,3683,1830,1853,35.1808,46.2544
کرمانشاه,پاوه,نوسود,نوسود,629,1949,993,956,35.1612676,46.2042463
کرمانشاه,سرپل ذهاب,مرکزي,پشت تنگ,1321,5582,2844,2738,35.6877,47.2174
کرمانشاه,سرپل ذهاب,مرکزي,حومه سرپل,2335,8360,4142,4218,34.4607687,45.863763
کرمانشاه,سرپل ذهاب,مرکزي,دشت ذهاب,1615,6465,3250,3215,34.61738,45.8258405
کرمانشاه,سرپل ذهاب,مرکزي,بشيوه پاطاق,1617,5480,2643,2837,#,#
کرمانشاه,سرپل ذهاب,مرکزي,جگيران,484,2032,1014,1018,#,#
کرمانشاه,سرپل ذهاب,مرکزي,سرقلعه,137,542,289,253,33.2509968,48.966918
کرمانشاه,سرپل ذهاب,مرکزي,سرپل ذهاب,12850,45481,22886,22595,34.4607687,45.863763
کرمانشاه,سرپل ذهاب,قلعه شاهين,قلعه شاهين,1581,5291,2669,2622,33.091633900000005,51.4796054363662
کرمانشاه,سرپل ذهاب,قلعه شاهين,سراب قلعه شاهين,1719,5974,3064,2910,34.3353716,45.9696834
کرمانشاه,سنقر,مرکزي,آب باريک,1362,4328,2146,2182,36.114,47.2499
کرمانشاه,سنقر,مرکزي,باوله,2071,7114,3660,3454,34.8909,47.7169
کرمانشاه,سنقر,مرکزي,سراب,1377,4452,2301,2151,37.9407851,47.5374867
کرمانشاه,سنقر,مرکزي,گاورود,1881,5770,2901,2869,34.8873222,47.4270553
کرمانشاه,سنقر,مرکزي,پارسينه,1422,4364,2154,2210,35.765968150000006,50.8347523
کرمانشاه,سنقر,مرکزي,سنقر,13996,44256,22297,21959,34.7832217,47.5988073
کرمانشاه,سنقر,کليايي,آگاهان,1069,3424,1733,1691,34.961200250000005,47.41134679688349
کرمانشاه,سنقر,کليايي,سطر,1130,3761,1868,1893,52.0089065,11.7003344
کرمانشاه,سنقر,کليايي,کيونانات,918,3130,1633,1497,34.86467125,47.1976203400352
کرمانشاه,سنقر,کليايي,سطر,325,1048,484,564,52.0089065,11.7003344
کرمانشاه,قصرشيرين,سومار,سومار,36,377,367,10,33.8862053,45.6388242
کرمانشاه,قصرشيرين,سومار,سومار,9,180,177,3,33.8862053,45.6388242
کرمانشاه,قصرشيرين,مرکزي,الوند,27,184,165,19,31.7497331,59.8790077
کرمانشاه,قصرشيرين,مرکزي,نصرآباد,409,1508,858,650,32.2792223,52.0600418
کرمانشاه,قصرشيرين,مرکزي,فتح آباد,779,2537,1288,1249,33.4729783,48.6513297
کرمانشاه,قصرشيرين,مرکزي,قصرشيرين,5473,18473,9527,8946,37.1509024,46.1094402
کرمانشاه,کنگاور,مرکزي,خزل غربي,1255,4192,2170,2022,34.34937955,47.86419355966028
کرمانشاه,کنگاور,مرکزي,فش,1316,4335,2180,2155,34.5814669,47.9366234
کرمانشاه,کنگاور,مرکزي,کرماجان,1080,3596,1856,1740,34.453,47.9287
کرمانشاه,کنگاور,مرکزي,گودين,2519,8379,4297,4082,34.5071703,48.079899
کرمانشاه,کنگاور,مرکزي,قزوينه,304,960,483,477,34.5230652,47.7869401
کرمانشاه,کنگاور,مرکزي,کنگاور,15762,51352,25756,25596,34.5051774,47.9658794
کرمانشاه,کنگاور,مرکزي,گودين,835,2629,1275,1354,34.5071703,48.079899
کرمانشاه,گيلانغرب,مرکزي,چله,1904,6361,3243,3118,34.0735377,46.090592575973176
کرمانشاه,گيلانغرب,مرکزي,حومه,1531,5030,2465,2565,37.68543455,45.84511230735063
کرمانشاه,گيلانغرب,مرکزي,ديره,1059,3600,1763,1837,36.0022631,3.7215177116452995
کرمانشاه,گيلانغرب,مرکزي,ويژنان,627,2800,1673,1127,33.95214755,45.79607830516245
کرمانشاه,گيلانغرب,مرکزي,گيلانغرب,6662,22331,11115,11216,34.1411088,45.9140759
کرمانشاه,گيلانغرب,گواور,حيدريه,1915,6619,3325,3294,36.0147624,49.4781909
کرمانشاه,گيلانغرب,گواور,گواور,1921,6801,3469,3332,34.0266,46.329
کرمانشاه,گيلانغرب,گواور,سرمست,811,2913,1479,1434,34.0266,46.329
کرمانشاه,جوانرود,مرکزي,پلنگانه,2054,7492,3939,3553,34.79425955,46.492869576466965
کرمانشاه,جوانرود,مرکزي,بازان,1274,4647,2374,2273,37.2328957,49.8996611
کرمانشاه,جوانرود,مرکزي,جوانرود,15010,54354,27541,26813,34.8039724,46.4920807
کرمانشاه,جوانرود,کلاشي,شروينه,1128,4229,2157,2072,34.828,46.3578
کرمانشاه,جوانرود,کلاشي,کلاشي,1126,4447,2283,2164,34.4027,46.1678
کرمانشاه,صحنه,دينور,حر,1299,3998,2015,1983,45.5643442,17.0118954
کرمانشاه,صحنه,دينور,دينور,2467,7924,3896,4028,34.662445899999994,47.40069847833651
کرمانشاه,صحنه,دينور,کندوله,1155,3727,1930,1797,34.6517045,47.2260974
کرمانشاه,صحنه,دينور,ميان راهان,206,695,343,352,34.5843,47.442
کرمانشاه,صحنه,مرکزي,خدابنده لو,660,2177,1120,1057,35.6519888,51.3182309
کرمانشاه,صحنه,مرکزي,صحنه,1435,4503,2291,2212,34.4812132,47.6935934
کرمانشاه,صحنه,مرکزي,گاماسياب,1587,5228,2640,2588,34.0364195,48.2597188
کرمانشاه,صحنه,مرکزي,هجر,1938,6768,3456,3312,24.1699082,56.2499579
کرمانشاه,صحنه,مرکزي,صحنه,10985,35508,17903,17605,34.4812132,47.6935934
کرمانشاه,هرسين,بيستون,چم چمال,3536,12499,6464,6035,34.448962699999996,47.36137004271619
کرمانشاه,هرسين,بيستون,شيرز,1490,5098,2555,2543,34.3200796,47.496336641954706
کرمانشاه,هرسين,بيستون,بيستون,1495,4942,2515,2427,34.3995692,47.4448343
کرمانشاه,هرسين,مرکزي,چشمه کبود,1131,4204,2185,2019,33.9980617,47.9671418
کرمانشاه,هرسين,مرکزي,حومه,1995,7287,3762,3525,37.68543455,45.84511230735063
کرمانشاه,هرسين,مرکزي,هرسين,12814,44146,21972,22174,34.2721,47.5861
کرمانشاه,ثلاث باباجاني,مرکزي,خانه شور,1729,6556,3271,3285,34.86438835,46.00186547121379
کرمانشاه,ثلاث باباجاني,مرکزي,دشت حر,1379,5434,2743,2691,31.5536085,48.1845374
کرمانشاه,ثلاث باباجاني,مرکزي,زمکان,1301,5070,2547,2523,34.83091835,46.1666344399358
کرمانشاه,ثلاث باباجاني,مرکزي,تازه آباد,4039,14701,7480,7221,34.7312742,46.1777575
کرمانشاه,ثلاث باباجاني,ازگله,ازگله,421,1809,1005,804,34.8322142,45.8424966
کرمانشاه,ثلاث باباجاني,ازگله,ازگله,372,1502,865,637,34.8322142,45.8424966
کرمانشاه,دالاهو,گهواره,قلخاني,1864,6957,3487,3470,34.5761,46.1523
کرمانشاه,دالاهو,گهواره,گوراني,1328,4599,2225,2374,35.6917498,51.4626947
کرمانشاه,دالاهو,گهواره,گهواره,1205,4050,2032,2018,34.344125,46.417181
کرمانشاه,دالاهو,مرکزي,بان زرده,878,3212,1600,1612,34.543397,45.953495
کرمانشاه,دالاهو,مرکزي,بيونيج,316,1036,513,523,34.412158950000006,46.19876277993398
کرمانشاه,دالاهو,مرکزي,حومه کرند,1177,4262,2152,2110,34.2990982,46.183258672904266
کرمانشاه,دالاهو,مرکزي,کرند,2349,7798,3848,3950,33.919647,57.1587104
کرمانشاه,دالاهو,مرکزي,ريجاب,1108,3907,1942,1965,34.4733342,45.9824783
کرمانشاه,روانسر,شاهو,قوري قلعه,671,2352,1173,1179,34.8919471,46.4969591
کرمانشاه,روانسر,شاهو,منصورآقايي,279,1012,504,508,34.9500886,46.454310843678584
کرمانشاه,روانسر,شاهو,شاهو,1049,3558,1776,1782,34.9978076,46.472382
کرمانشاه,روانسر,مرکزي,بدر,1116,3996,2133,1863,16.09217955,-14.581895172939426
کرمانشاه,روانسر,مرکزي,حسن آباد,1473,5174,2672,2502,33.3782113,50.0589311
کرمانشاه,روانسر,مرکزي,دولت اباد,960,3295,1700,1595,32.75322535,52.917440511117206
کرمانشاه,روانسر,مرکزي,زالوآب,1111,3717,1884,1833,33.0262086,46.9054841
کرمانشاه,روانسر,مرکزي,روانسر,7122,24527,12523,12004,34.7161309,46.6508369
خوزستان,آبادان,اروندکنار,مينوبار,3003,10574,5305,5269,30.12238025,48.43960890738134
خوزستان,آبادان,اروندکنار,نصار,1590,5585,2849,2736,29.965428250000002,48.85771683512386
خوزستان,آبادان,اروندکنار,نوآباد,40,129,74,55,29.933886200000003,48.70825845846619
خوزستان,آبادان,اروندکنار,اروندکنار,3156,11173,5502,5671,29.9785084,48.521158
خوزستان,آبادان,مرکزي,بهمنشيرجنوبي,2793,9943,5216,4727,#,#
خوزستان,آبادان,مرکزي,بهمنشيرشمالي,1452,5306,2732,2574,30.39224135,48.35631981025851
خوزستان,آبادان,مرکزي,شلاهي,4406,15991,8143,7848,30.23818045,48.413840076721556
خوزستان,آبادان,مرکزي,آبادان,66470,231476,115745,115731,30.3636097,48.2591475
خوزستان,آبادان,مرکزي,آبادان 1,18208,61606,31119,30487,35.6879298,51.455267
خوزستان,آبادان,مرکزي,آبادان 2,28312,99309,49321,49988,35.8099119,51.5139319
خوزستان,آبادان,مرکزي,چويبده,2100,7906,3939,3967,30.1818106,48.5825118
خوزستان,آبادان,مرکزي,آبادان 3,19950,70561,35305,35256,32.6986869,51.6277606
خوزستان,انديمشک,الوارگرمسيري,حسينيه,593,2192,1167,1025,32.6826625,48.247497
خوزستان,انديمشک,الوارگرمسيري,قيلاب,1412,5375,2781,2594,15.649367,43.713683
خوزستان,انديمشک,الوارگرمسيري,مازو,807,3019,1563,1456,32.7881965,48.5090072
خوزستان,انديمشک,الوارگرمسيري,حسينيه,533,1821,935,886,32.6826625,48.247497
خوزستان,انديمشک,الوارگرمسيري,بيدروبه,633,2386,1220,1166,32.7611171,48.2373019
خوزستان,انديمشک,مرکزي,حومه,2462,10297,6051,4246,37.68543455,45.84511230735063
خوزستان,انديمشک,مرکزي,انديمشک,39151,135116,68218,66898,32.458325,48.3521137
خوزستان,انديمشک,مرکزي,آزادي,1354,4957,2511,2446,32.4041735,48.2512579
خوزستان,انديمشک,مرکزي,چم گلک,1468,5446,2763,2683,32.4448307,48.4418611
خوزستان,اهواز,مرکزي,الهايي,13704,53008,27042,25966,31.6572507,48.5934229
خوزستان,اهواز,مرکزي,لامي,4169,15370,7882,7488,31.441108,48.71790290278498
خوزستان,اهواز,مرکزي,اهواز,331556,1184788,596774,588014,30.4046053,48.203769
خوزستان,اهواز,مرکزي,اهواز1,41200,139427,69399,70028,#,#
خوزستان,اهواز,مرکزي,اهواز2,32114,107274,53786,53488,#,#
خوزستان,اهواز,مرکزي,اهواز3,51917,176167,87850,88317,#,#
خوزستان,اهواز,مرکزي,اهواز4,42132,153313,76095,77218,#,#
خوزستان,اهواز,مرکزي,اهواز5,28833,105477,53018,52459,#,#
خوزستان,اهواز,مرکزي,اهواز6,43595,165110,83011,82099,#,#
خوزستان,اهواز,مرکزي,اهواز7,38303,146218,76638,69580,#,#
خوزستان,اهواز,مرکزي,اهواز8,53462,191802,96977,94825,#,#
خوزستان,اهواز,مرکزي,الهايي,1905,7651,3846,3805,31.6572507,48.5934229
خوزستان,اهواز,اسماعيليه,اسماعيليه شمالي,2694,10081,5148,4933,31.248849200000002,48.3047933361936
خوزستان,اهواز,اسماعيليه,اسماعيليه جنوبي,1630,7074,3591,3483,31.088628,48.201970875104365
خوزستان,اهواز,غيزانيه,مشرحات,3686,12675,6578,6097,31.12699705,48.925107235241185
خوزستان,اهواز,غيزانيه,غيزانيه,3130,11938,5963,5975,31.15260285,49.03224923443172
خوزستان,ايذه,دهدز,دنباله رودجنوبي,1181,4886,2390,2496,31.5394029,50.257159685650805
خوزستان,ايذه,دهدز,دنباله رودشمالي,810,3419,1760,1659,31.720888000000002,50.10202994258676
خوزستان,ايذه,دهدز,دهدز,1459,5556,2648,2908,31.707783,50.2885498
خوزستان,ايذه,دهدز,دهدز,1312,5490,2757,2733,31.707783,50.2885498
خوزستان,ايذه,مرکزي,پيان,2215,9607,4778,4829,31.9661412,49.7756887
خوزستان,ايذه,مرکزي,حومه شرقي,4960,20897,10564,10333,37.68543455,45.84511230735063
خوزستان,ايذه,مرکزي,حومه غربي,1789,7711,3919,3792,31.5878742,48.10098975006696
خوزستان,ايذه,مرکزي,مرغا,749,3132,1513,1619,31.7119064,50.1739515
خوزستان,ايذه,مرکزي,هلايجان,1499,5821,2939,2882,31.8004247,49.74200677461248
خوزستان,ايذه,مرکزي,ايذه,30066,119399,59665,59734,31.8303661,49.8685539
خوزستان,ايذه,سوسن,سوسن شرقي,819,4530,2350,2180,35.7239261,51.3212547
خوزستان,ايذه,سوسن,سوسن غربي,1823,8423,4238,4185,35.724546,51.3191791
خوزستان,بندرماهشهر,بندرامام خميني,بندرامام خميني,200,732,368,364,30.435736,49.1063427
خوزستان,بندرماهشهر,بندرامام خميني,بندرامام خميني,21810,78353,39292,39061,30.435736,49.1063427
خوزستان,بندرماهشهر,مرکزي,جراحي,4968,20884,11247,9637,35.7680346,57.2202086
خوزستان,بندرماهشهر,مرکزي,بندرماهشهر,45208,162797,81717,81080,30.5577268,49.1997454
خوزستان,بندرماهشهر,مرکزي,چمران,9025,33505,17040,16465,35.1787325,49.9281205
خوزستان,بهبهان,زيدون,درونک,1199,4311,2178,2133,29.3971393,51.9395675
خوزستان,بهبهان,زيدون,سردشت,933,3488,1749,1739,36.1553184,45.4799637
خوزستان,بهبهان,زيدون,سردشت,2004,6912,3507,3405,36.1553184,45.4799637
خوزستان,بهبهان,مرکزي,حومه,3237,12200,6436,5764,37.68543455,45.84511230735063
خوزستان,بهبهان,مرکزي,دودانگه,3777,13616,7081,6535,33.9282141,48.9410993
خوزستان,بهبهان,مرکزي,بهبهان,35826,122604,62124,60480,30.5942065,50.2434128
خوزستان,بهبهان,مرکزي,منصوريه,1528,5441,2734,2707,34.2308302,56.9443743
خوزستان,بهبهان,تشان,تشان شرقي,1218,4375,2214,2161,30.8259721,50.2026843
خوزستان,بهبهان,تشان,تشان غربي,954,3353,1727,1626,30.7604423,50.059109796934464
خوزستان,بهبهان,تشان,تشان,1159,4281,2133,2148,28.0407028,52.1197455
خوزستان,خرمشهر,مرکزي,حومه شرقي,2825,10267,5184,5083,37.68543455,45.84511230735063
خوزستان,خرمشهر,مرکزي,حومه غربي,3498,12682,6408,6274,31.5878742,48.10098975006696
خوزستان,خرمشهر,مرکزي,غرب کارون,1382,5774,2949,2825,30.778257,48.32748378632952
خوزستان,خرمشهر,مرکزي,خرمشهر,37124,133097,66113,66984,30.4333105,48.1779858
خوزستان,خرمشهر,مينو,جزيره مينو,1921,6923,3484,3439,30.3455126,48.2177007421936
خوزستان,خرمشهر,مينو,مينوشهر,628,2231,1105,1126,30.3563296,48.2070074
خوزستان,دزفول,سردشت,سردشت,1245,5087,2662,2425,36.1553184,45.4799637
خوزستان,دزفول,سردشت,ماهوربرنجي,2916,13988,8216,5772,#,#
خوزستان,دزفول,سردشت,حمزه,1451,6091,3104,2987,32.1774559,48.5627031
خوزستان,دزفول,سردشت,سالند,697,2560,1343,1217,32.4967988,48.8341935
خوزستان,دزفول,مرکزي,شمس آباد,7609,29790,15263,14527,36.4612864,59.4613199
خوزستان,دزفول,مرکزي,قبله اي,7791,28353,14817,13536,32.3038235,48.3482910961244
خوزستان,دزفول,مرکزي,دزفول,78348,264709,135925,128784,32.3806462,48.41209667156603
خوزستان,دزفول,مرکزي,دزفول 1,0,0,0,0,32.3467677,48.4185193
خوزستان,دزفول,مرکزي,دزفول 2,0,0,0,0,32.3806462,48.41209667156603
خوزستان,دزفول,مرکزي,شمس آباد,3164,10858,5621,5237,36.4612864,59.4613199
خوزستان,دزفول,مرکزي,شهر امام,3331,11393,5891,5502,32.2280083,48.4246878
خوزستان,دزفول,مرکزي,صفي آباد,2894,9879,5160,4719,36.6967342,59.143346
خوزستان,دزفول,مرکزي,ميانرود,2847,10110,5176,4934,36.5380033,53.0551426
خوزستان,دزفول,مرکزي,سياه منصور,1415,5406,2797,2609,32.3311531,48.4961792
خوزستان,دزفول,مرکزي,دزفول  3,0,0,0,0,32.3806462,48.41209667156603
خوزستان,دزفول,چغاميش,چغاميش,3714,13577,7062,6515,32.3058058,48.5135114
خوزستان,دزفول,چغاميش,خيبر,4080,15595,8074,7521,25.7057657,39.2930559
خوزستان,دزفول,چغاميش,چغاميش,505,2013,1067,946,32.3058058,48.5135114
خوزستان,دزفول,شهيون,دره کايد,549,2501,1298,1203,32.7441317,49.33105665215054
خوزستان,دزفول,شهيون,احمدفداله,733,3227,1666,1561,32.690272500000006,49.10389158204185
خوزستان,دزفول,شهيون,امامزاده سيدمحمود,282,1250,661,589,#,#
خوزستان,دزفول,شهيون,سيدولي الدين,365,1613,842,771,32.692077,48.86186629507626
خوزستان,دزفول,شهيون,شهي,748,2938,1543,1395,36.891586,43.791987
خوزستان,دشت آزادگان,بستان,بستان,664,2671,1402,1269,31.7215101,47.9867165
خوزستان,دشت آزادگان,بستان,سعيديه,102,506,321,185,36.1409952,58.9480334
خوزستان,دشت آزادگان,بستان,بستان,2101,8476,4282,4194,31.7215101,47.9867165
خوزستان,دشت آزادگان,مرکزي,الله اکبر,3742,15707,8069,7638,32.6590889,51.7320444
خوزستان,دشت آزادگان,مرکزي,حومه شرقي,3355,13949,7035,6914,37.68543455,45.84511230735063
خوزستان,دشت آزادگان,مرکزي,حومه غربي,1354,5202,2600,2602,31.5878742,48.10098975006696
خوزستان,دشت آزادگان,مرکزي,سوسنگرد,12664,51431,25910,25521,31.5565801,48.1880626
خوزستان,دشت آزادگان,مرکزي,کوت سيدنعيم,1201,4541,2333,2208,#,#
خوزستان,دشت آزادگان,مرکزي,ابوحميظه,1375,5506,2756,2750,31.5293321,48.2200324
خوزستان,رامهرمز,مرکزي,حومه شرقي,3311,12706,6430,6276,37.68543455,45.84511230735063
خوزستان,رامهرمز,مرکزي,حومه غربي,2272,8591,4314,4277,31.5878742,48.10098975006696
خوزستان,رامهرمز,مرکزي,رامهرمز,20127,74285,37737,36548,31.2780254,49.6020152
خوزستان,رامهرمز,رودزرد,جره,748,2898,1446,1452,26.72934295,94.1720966824326
خوزستان,رامهرمز,رودزرد,ماماتين,404,1597,847,750,31.287271500000003,49.7763474041676
خوزستان,رامهرمز,سلطان آباد,سلطان آباد,1194,4404,2179,2225,37.3215535,45.2623942
خوزستان,رامهرمز,سلطان آباد,رستم آباد,1037,3610,1807,1803,34.0515268,47.8489446
خوزستان,رامهرمز,ابولفارس,ابوالفارس,689,2503,1254,1249,31.1027329,49.915935068583025
خوزستان,رامهرمز,ابولفارس,سه تلون,794,3107,1593,1514,31.199277,49.895489
خوزستان,شادگان,مرکزي,آبشار,3517,14309,7336,6973,32.6372316,51.69813978283928
خوزستان,شادگان,مرکزي,بوزي,3011,11727,5989,5738,12.4723251,33.4817873
خوزستان,شادگان,مرکزي,جفال,5312,20268,10308,9960,30.7385913,48.6660665
خوزستان,شادگان,مرکزي,حسيني,2707,10949,5475,5474,36.0134379,58.8422587
خوزستان,شادگان,مرکزي,شادگان,11404,41733,21224,20509,33.5252898,50.4156707
خوزستان,شادگان,خنافره,سالمي,2734,10504,5356,5148,30.6174318,48.6338903
خوزستان,شادگان,خنافره,ناصري,2676,10376,5261,5115,28.4554514,51.4995162
خوزستان,شادگان,خنافره,خنافره,958,3853,1991,1862,30.6326669,48.6331848
خوزستان,شادگان,دارخوين,دارخوين,997,4062,2045,2017,30.7416962,48.4194934
خوزستان,شادگان,دارخوين,دريسيه,1250,5037,2527,2510,30.91410785,48.52583120132137
خوزستان,شادگان,دارخوين,دارخوين,1458,5655,2797,2858,30.7416962,48.4194934
خوزستان,شوشتر,مرکزي,سردارآباد,1969,9026,5001,4025,33.9701643,48.0272292
خوزستان,شوشتر,مرکزي,شهيدمدرس,2889,11139,5764,5375,31.8961342,49.07665186248009
خوزستان,شوشتر,مرکزي,شوشتر,28373,101878,51762,50116,32.0547874,48.8456666
خوزستان,شوشتر,مرکزي,شرافت,2684,11757,5929,5828,32.0892117,48.7684968
خوزستان,شوشتر,مرکزي,سرداران,1328,5240,2706,2534,32.0206734,48.7899226
خوزستان,شوشتر,شعيبيه,شعيبيه شرقي,1846,7112,3616,3496,31.74823285,48.7975796095543
خوزستان,شوشتر,شعيبيه,شعيبيه غربي,2665,10658,5481,5177,31.814447649999998,48.69370028482357
خوزستان,شوشتر,شعيبيه,گوريه,697,2890,1515,1375,31.8559767,48.7563581
خوزستان,شوشتر,ميان آب,ميان آب جنوبي,2772,10517,5447,5070,31.78394725,48.94694441433625
خوزستان,شوشتر,ميان آب,ميان آب شمالي,5623,21660,11088,10572,31.9421713,48.8619690977348
خوزستان,مسجدسليمان,مرکزي,جهانگيري,688,2469,1283,1186,32.7821158,48.2623448
خوزستان,مسجدسليمان,مرکزي,جهانگيري شمالي,317,1093,562,531,32.02777935,49.3355415090349
خوزستان,مسجدسليمان,مرکزي,مسجدسليمان,26502,100497,51019,49478,38.0869539,46.28169783403382
خوزستان,مسجدسليمان,مرکزي,مسجدسليمان 1,16392,63004,31958,31046,38.0869539,46.28169783403382
خوزستان,مسجدسليمان,مرکزي,مسجدسليمان 2,10110,37493,19061,18432,38.0869539,46.28169783403382
خوزستان,مسجدسليمان,گلگير,تل بزان,656,2485,1244,1241,31.9119991,49.48781631171636
خوزستان,مسجدسليمان,گلگير,تمبي گلگير,1002,3664,1875,1789,31.7647539,49.4983012
خوزستان,مسجدسليمان,گلگير,گلگير,288,1089,564,525,31.7647539,49.4983012
خوزستان,مسجدسليمان,عنبر,عنبر,388,1262,663,599,32.2661631,49.0128947
خوزستان,مسجدسليمان,عنبر,ذيلابي,256,783,410,373,#,#
خوزستان,شوش,شاوور,آهودشت,4214,16511,8449,8062,36.501945,52.1518653
خوزستان,شوش,شاوور,سيدعباس,7071,27713,14218,13495,31.4864834,48.424099
خوزستان,شوش,شاوور,شاوور,2716,10154,5246,4908,32.0564315,48.3043796
خوزستان,شوش,شاوور,شاوور,2438,8833,4489,4344,32.0564315,48.3043796
خوزستان,شوش,شاوور,الوان,1824,6860,3563,3297,31.8750982,48.3388672
خوزستان,شوش,مرکزي,بن معلي,2773,10188,5234,4954,32.28136115,48.22387059826095
خوزستان,شوش,مرکزي,حسين آباد,6043,22946,11857,11089,28.3611028,58.0066477
خوزستان,شوش,مرکزي,شوش,21649,77148,38752,38396,32.2003687,48.2489839
خوزستان,شوش,مرکزي,حر,2513,9177,4675,4502,45.5643442,17.0118954
خوزستان,شوش,فتح المبين,چنانه,1579,6436,3274,3162,31.3440599,48.5969703
خوزستان,شوش,فتح المبين,سرخه,1625,6666,3357,3309,37.7502402,47.0735214
خوزستان,شوش,فتح المبين,فتح المبين,722,2973,1534,1439,32.313844,48.1479421
خوزستان,باغ ملک,مرکزي,رودزرد,640,2283,1141,1142,31.3419872,49.703547140466085
خوزستان,باغ ملک,مرکزي,قلعه تل,1926,7582,3892,3690,31.6307184,49.8908244
خوزستان,باغ ملک,مرکزي,منگشت,2418,9980,5008,4972,31.53488665,49.9698057397343
خوزستان,باغ ملک,مرکزي,هپرو,2618,10941,5599,5342,31.45986715,49.984839610294614
خوزستان,باغ ملک,مرکزي,باغ ملک,6463,26343,13485,12858,31.5247494,49.8868966
خوزستان,باغ ملک,مرکزي,قلعه تل,2716,10698,5397,5301,31.6307184,49.8908244
خوزستان,باغ ملک,صيدون,صيدون جنوبي,1878,8305,4149,4156,31.34261665,50.18353435436008
خوزستان,باغ ملک,صيدون,صيدون شمالي,1516,6291,3124,3167,31.367373,50.0844132
خوزستان,باغ ملک,صيدون,صيدون,1803,7650,3912,3738,33.5210148,35.5124212
خوزستان,باغ ملک,ميداود,سرله,1984,8059,4164,3895,31.3527744,49.8547422
خوزستان,باغ ملک,ميداود,ميداود,975,3730,1904,1826,31.3754759,49.8175771
خوزستان,باغ ملک,ميداود,ميداود,933,3513,1807,1706,31.3754759,49.8175771
خوزستان,اميديه,جايزان,جايزان,2196,8360,4159,4201,30.8751924,49.853429
خوزستان,اميديه,جايزان,جايزان,660,2357,1194,1163,30.8751924,49.853429
خوزستان,اميديه,مرکزي,آسياب,851,3079,1525,1554,27.409319,57.2338128
خوزستان,اميديه,مرکزي,چاه سالم,2842,11112,5576,5536,30.7276873,49.73265057821669
خوزستان,اميديه,مرکزي,اميديه,18574,67427,34307,33120,30.7590395,49.7040115
خوزستان,لالي,مرکزي,دشت لالي,1084,4714,2424,2290,32.3306321,49.0944
خوزستان,لالي,مرکزي,سادات,1346,5904,3111,2793,37.4122442,59.0337251
خوزستان,لالي,مرکزي,لالي,4823,18473,9410,9063,32.3306321,49.0944
خوزستان,لالي,حتي,جاستون شهه,753,3317,1743,1574,#,#
خوزستان,لالي,حتي,حتي,1194,5555,2876,2679,36.361761349999995,36.28454289535709
خوزستان,هنديجان,مرکزي,هنديجان شرقي,563,1932,929,1003,29.921115,49.666028613227866
خوزستان,هنديجان,مرکزي,هنديجان غربي,313,1165,556,609,30.2363224,49.7122886
خوزستان,هنديجان,مرکزي,هنديجان,7904,29015,14777,14238,30.2363224,49.7122886
خوزستان,هنديجان,چم خلف عيسي,چم خلف عيسي,695,2524,1235,1289,30.4695635,49.684133
خوزستان,هنديجان,چم خلف عيسي,سورين,836,2934,1532,1402,35.9475,46.0398
خوزستان,هنديجان,چم خلف عيسي,زهره,325,1192,597,595,30.4695635,49.684133
خوزستان,رامشير,مرکزي,عبدليه شرقي,2097,7860,3920,3940,30.8090213,49.4124966
خوزستان,رامشير,مرکزي,عبدليه غربي,1198,4707,2400,2307,30.9363047,49.2977120323796
خوزستان,رامشير,مرکزي,رامشير,6536,25009,12451,12558,30.8939518,49.4093497
