ostan,shahrestan,bakhsh,shahr,fam,pop,m,f,lat,lon
اصفهان,اصفهان,مرکزي,قهاب شمالي,4111,13355,6856,6499,32.7410132,51.80682467694111
اصفهان,اصفهان,مرکزي,کرارج,7619,25287,13139,12148,32.51551205,51.76373194661896
اصفهان,اصفهان,مرکزي,محمودآباد,0,0,0,0,37.3659163,45.130571
اصفهان,اصفهان,مرکزي,اصفهان,619091,1961260,989168,972092,32.6707877,51.6650002
اصفهان,اصفهان,مرکزي,اصفهان 15,37858,121961,62596,59365,32.6122843,51.6223623
اصفهان,اصفهان,مرکزي,اصفهان 1,27282,79091,38747,40344,32.609777,51.6242064
اصفهان,اصفهان,مرکزي,اصفهان 2,21808,69120,35179,33941,32.6110869,51.598081
اصفهان,اصفهان,مرکزي,اصفهان 3,36956,110368,54540,55828,32.6093606,51.6222965
اصفهان,اصفهان,مرکزي,اصفهان 4,43812,133731,66833,66898,32.6093709,51.6196661
اصفهان,اصفهان,مرکزي,اصفهان 5,48039,150865,73063,77802,32.6098408,51.5988961
اصفهان,اصفهان,مرکزي,اصفهان 6,37630,112129,54964,57165,32.6089292,51.6210462
اصفهان,اصفهان,مرکزي,اصفهان 7,52925,168732,85106,83626,32.6079637,51.6220475
اصفهان,اصفهان,مرکزي,اصفهان 8,75339,239756,120375,119381,32.6182371,51.624744
اصفهان,اصفهان,مرکزي,اصفهان 9,24370,75168,38055,37113,32.6083229,51.6147822
اصفهان,اصفهان,مرکزي,اصفهان 10,65602,207803,104859,102944,32.6266333,51.6245968
اصفهان,اصفهان,مرکزي,اصفهان 12,42655,136376,68744,67632,32.6071053,51.6210355
اصفهان,اصفهان,مرکزي,اصفهان 13,38854,132469,71829,60640,32.6127346,51.6210894
اصفهان,اصفهان,مرکزي,قهجاورستان,2995,9712,4972,4740,32.7040579,51.8330476
اصفهان,اصفهان,مرکزي,اصفهان 14,47999,164850,84286,80564,32.6127346,51.6210894
اصفهان,اصفهان,مرکزي,اصفهان 11,17962,58841,29992,28849,32.6127299,51.6191926
اصفهان,اصفهان,مرکزي,بهارستان,25118,79023,39657,39366,32.48661755,51.77555170052673
اصفهان,اصفهان,مرکزي,زيار,1209,3918,2030,1888,32.5094459,51.9378864
اصفهان,اصفهان,جرقويه عليا,جرقويه عليا,1777,5296,2664,2632,31.886135449999998,52.65998107889867
اصفهان,اصفهان,جرقويه عليا,رامشه,1681,4942,2511,2431,31.8223604,52.4970566
اصفهان,اصفهان,جرقويه عليا,حسن اباد,1497,4478,2272,2206,28.3304525,61.6708897
اصفهان,اصفهان,بن رود,رودشت شرقي,2925,9074,4648,4426,32.4410106,52.47507269551353
اصفهان,اصفهان,بن رود,گاوخوني,2400,7930,4138,3792,32.6701315,51.6925628
اصفهان,اصفهان,بن رود,ورزنه,3900,12714,6643,6071,32.4203632,52.6486815
اصفهان,اصفهان,جلگه,امامزاده عبدالعزيز,3143,9712,4987,4725,32.4916985,52.2704132
اصفهان,اصفهان,جلگه,رودشت,169,560,290,270,31.3141763,50.90628848991655
اصفهان,اصفهان,جلگه,هرند,2478,7829,4107,3722,32.5625906,52.4355327
اصفهان,اصفهان,جلگه,اژيه,1081,3156,1664,1492,32.4400685,52.3789114
اصفهان,خميني شهر,مرکزي,ماربين سفلي,0,0,0,0,32.6746118,51.563611
اصفهان,خميني شهر,مرکزي,ماربين عليا,953,3122,1601,1521,32.6860251,51.47135306943346
اصفهان,خميني شهر,مرکزي,ماربين وسطي,483,1553,811,742,32.6457846,51.5641759
اصفهان,خميني شهر,مرکزي,خميني شهر,75180,247128,127450,119678,32.6938201,51.5254892
اصفهان,خميني شهر,مرکزي,درچه,15411,47800,24365,23435,32.6102009,51.5584895
اصفهان,خميني شهر,مرکزي,کوشک,4176,13248,7012,6236,33.0556981,59.3417259
اصفهان,خميني شهر,مرکزي,اصغرآباد,2066,6876,3548,3328,34.048114,48.5431988
اصفهان,خوانسار,مرکزي,گلسار,1511,4427,2307,2120,35.9144669,50.7723122
اصفهان,خوانسار,مرکزي,چشمه سار,1345,4098,2109,1989,33.9819232,49.3777298
اصفهان,خوانسار,مرکزي,کوهسار,975,2641,1346,1295,35.9627157,50.7920955
اصفهان,خوانسار,مرکزي,خوانسار,7092,21883,10684,11199,33.22692,50.3146044
اصفهان,سميرم,پادنا,پادناسفلي,1963,6193,3147,3046,31.1913959,51.44786500776401
اصفهان,سميرم,پادنا,پادناوسطي,1615,5319,2765,2554,31.054584650000002,51.62801667300636
اصفهان,سميرم,پادنا,کمه,661,2184,1113,1071,31.0676887,51.5936835
اصفهان,سميرم,مرکزي,حنا,905,3330,1729,1601,31.1971774,51.7245141
اصفهان,سميرم,مرکزي,ونک,131,415,219,196,31.5280386,51.3237006
اصفهان,سميرم,مرکزي,سميرم,8304,26942,13744,13198,31.4136588,51.5708254
اصفهان,سميرم,مرکزي,حنا,1528,4922,2440,2482,31.1971774,51.7245141
اصفهان,سميرم,مرکزي,ونک,576,1665,830,835,31.5280386,51.3237006
اصفهان,سميرم,دناکوه,پادناعليا,2212,7751,4056,3695,30.88440425,51.595320807759755
اصفهان,سميرم,دناکوه,برآفتاب,1547,5104,2655,2449,31.3831589,50.5732137
اصفهان,سميرم,وردشت,وردشت,1819,6142,3102,3040,31.62524625,51.520116320145775
اصفهان,سميرم,وردشت,دره شور,1161,3799,1927,1872,28.2972113,54.3819569
اصفهان,فريدن,مرکزي,دالانکوه,1204,3697,1976,1721,33.022966749999995,50.497201324396855
اصفهان,فريدن,مرکزي,زاينده رودشمالي,1286,3858,1992,1866,#,#
اصفهان,فريدن,مرکزي,ورزق جنوبي,2185,6539,3353,3186,33.6476949,59.3226417
اصفهان,فريدن,مرکزي,داران,5881,20078,10337,9741,32.9852558,50.4128266
اصفهان,فريدن,مرکزي,دامنه,1382,4366,2215,2151,33.0178599,50.4893488
اصفهان,فريدن,زنده رود,ورزق,518,1632,844,788,33.6476949,59.3226417
اصفهان,فريدن,زنده رود,قره بيشه,3075,9638,4924,4714,33.08004795,50.33005570653683
اصفهان,فريدونشهر,مرکزي,برف انبار,1922,6331,3218,3113,33.0022943,50.1956911
اصفهان,فريدونشهر,مرکزي,پشتکوه موگويي,948,3711,1909,1802,33.0087989,49.808250846239304
اصفهان,فريدونشهر,مرکزي,پيشکوه موگويي,583,2180,1179,1001,32.80615215,49.85926436300341
اصفهان,فريدونشهر,مرکزي,چشمه لنگان,774,2495,1269,1226,32.8961563,49.99571349142693
اصفهان,فريدونشهر,مرکزي,عشاير,531,1952,958,994,34.5161111,40.9022222
اصفهان,فريدونشهر,مرکزي,فريدونشهر,4286,13603,6833,6770,35.7118395,51.4206157
اصفهان,فريدونشهر,مرکزي,برف انبار,1644,5382,2805,2577,33.0022943,50.1956911
اصفهان,فلاورجان,پيربکران,گرکن شمالي,4839,15115,7814,7301,32.4848703,51.61639280435918
اصفهان,فلاورجان,پيربکران,سهروفيروزان,4100,12706,6506,6200,32.4563731,51.5337087
اصفهان,فلاورجان,پيربکران,پيربکران,4209,13469,6949,6520,32.468331,51.5595264
اصفهان,فلاورجان,پيربکران,بهاران شهر,3647,11284,5842,5442,32.5135004,51.5391334
اصفهان,فلاورجان,مرکزي,ابريشم,7643,25512,13109,12403,32.57415855,51.57874288436156
اصفهان,فلاورجان,مرکزي,اشترجان,7318,23214,12043,11171,32.4738077,51.4770263
اصفهان,فلاورجان,مرکزي,فلاورجان,10928,37704,19214,18490,32.5576772,51.5079153
اصفهان,فلاورجان,مرکزي,کليشادوسودرجان,8189,25635,13238,12397,#,#
اصفهان,فلاورجان,مرکزي,ابريشم,7063,22429,11438,10991,32.57415855,51.57874288436156
اصفهان,فلاورجان,مرکزي,ايمانشهر,4515,14633,7584,7049,32.4897497,51.4439187
اصفهان,فلاورجان,قهدريجان,گلستان,1230,3940,2073,1867,37.1984436,55.070672
اصفهان,فلاورجان,قهدريجان,زازران,640,1985,1015,970,32.6018472,51.497766
اصفهان,فلاورجان,قهدريجان,قهدريجان,10440,34226,17820,16406,32.577126,51.4539164
اصفهان,فلاورجان,قهدريجان,زازران,2452,7962,4140,3822,32.6018472,51.497766
اصفهان,شهرضا,مرکزي,اسفرجان,1811,5364,2709,2655,31.6647811,51.9243725
اصفهان,شهرضا,مرکزي,دشت,693,2175,1120,1055,36.2039127,58.9517437
اصفهان,شهرضا,مرکزي,منظريه,2109,8294,5083,3211,38.0533475,46.2698121
اصفهان,شهرضا,مرکزي,کهرويه,642,1843,939,904,31.7152352,51.8102088
اصفهان,شهرضا,مرکزي,شهرضا,43478,134952,68191,66761,32.0116032,51.8651719
اصفهان,شهرضا,مرکزي,منظريه,2249,7164,3595,3569,38.0533475,46.2698121
اصفهان,کاشان,قمصر,جوشقان قالي,114,329,173,156,33.5908206,51.212541
اصفهان,کاشان,قمصر,قهرود,870,2426,1247,1179,33.6732717,51.4125217
اصفهان,کاشان,قمصر,قمصر,1271,3877,1995,1882,33.753718,51.4325807
اصفهان,کاشان,قمصر,جوشقان قالي,1499,4181,2118,2063,33.5908206,51.212541
اصفهان,کاشان,قمصر,کامو و چوگان,899,2434,1211,1223,33.6187712,51.2651986
اصفهان,کاشان,مرکزي,کوهپايه,1997,6317,3231,3086,32.7138321,52.4405045
اصفهان,کاشان,مرکزي,مياندشت,2411,6898,3628,3270,36.6806507,52.6525555
اصفهان,کاشان,مرکزي,خرم دشت,483,1442,814,628,35.8482449,50.8925
اصفهان,کاشان,مرکزي,کاشان,91935,304487,154100,150387,38.4750705,46.9866907
اصفهان,کاشان,مرکزي,مشکات,1687,5357,2764,2593,34.1776048,51.2641758
اصفهان,کاشان,نياسر,کوه دشت,1353,3555,1798,1757,35.72418,51.3362762
اصفهان,کاشان,نياسر,نياسر,1965,5947,3005,2942,33.970466,51.1457545
اصفهان,کاشان,نياسر,نياسر,780,2319,1128,1191,33.970466,51.1457545
اصفهان,کاشان,برزک,باباافضل,822,2393,1229,1164,33.85701725,51.2380374536303
اصفهان,کاشان,برزک,گلاب,2671,7929,4031,3898,32.8063028,50.8785556
اصفهان,کاشان,برزک,برزک,1498,4588,2331,2257,33.7828104,51.2252965
اصفهان,گلپايگان,مرکزي,جلگه,1307,3344,1687,1657,36.089192,66.835473
اصفهان,گلپايگان,مرکزي,کناررودخانه,2476,7051,3586,3465,33.48825135,50.15147120935151
اصفهان,گلپايگان,مرکزي,نيوان,1664,4835,2667,2168,14.222205,44.224575
اصفهان,گلپايگان,مرکزي,گلپايگان,19546,58936,29798,29138,35.7018971,51.4531354
اصفهان,گلپايگان,مرکزي,گوگد,2131,6012,3016,2996,33.4755802,50.3554565
اصفهان,گلپايگان,مرکزي,گلشهر,3291,9904,5155,4749,33.5130447,50.4754975
اصفهان,لنجان,باغ بهادران,چم رود,2493,7801,3983,3818,32.4740135,51.5256155
اصفهان,لنجان,باغ بهادران,زيرکوه,2971,9552,4900,4652,32.312394350000005,51.19188520430032
اصفهان,لنجان,باغ بهادران,چم کوه,1621,5298,2696,2602,32.43989415,51.02040053448423
اصفهان,لنجان,باغ بهادران,باغ بهادران,3238,10279,5361,4918,32.3762181,51.1890059
اصفهان,لنجان,باغ بهادران,چرمهين,3943,13732,7021,6711,33.3824174,52.3987573
اصفهان,لنجان,مرکزي,اشيان,1438,4812,2442,2370,32.3547744,51.4122081
اصفهان,لنجان,مرکزي,خرم رود,0,0,0,0,36.8761159,49.9474917
اصفهان,لنجان,مرکزي,چمگردان,5017,15574,7924,7650,32.393093,51.338919
اصفهان,لنجان,مرکزي,زرين شهر,17821,55817,28289,27528,32.3887062,51.3737142
اصفهان,لنجان,مرکزي,سده لنجان,5665,19101,9610,9491,32.3783604,51.3148844
اصفهان,لنجان,مرکزي,ورنامخواست,5774,18700,9609,9091,32.357052,51.378721
اصفهان,لنجان,مرکزي,فولادشهر,26631,88426,44610,43816,32.4834868,51.4173278
اصفهان,لنجان,مرکزي,زاينده رود,3080,9463,4854,4609,32.3925131,51.2695725
اصفهان,لنجان,مرکزي,باغشاد,1408,4356,2257,2099,32.3837155,51.2325317
اصفهان,نايين,انارک,چوپانان,633,1917,962,955,33.6170605,54.3777065
اصفهان,نايين,انارک,انارک,696,1903,944,959,33.3104146,53.6981497
اصفهان,نايين,مرکزي,بافران,551,1483,731,752,32.8398145,53.1410521
اصفهان,نايين,مرکزي,بهارستان,566,1302,627,675,32.48661755,51.77555170052673
اصفهان,نايين,مرکزي,کوهستان,421,996,486,510,36.6778232,53.4655797
اصفهان,نايين,مرکزي,لاي سياه,916,2302,1124,1178,32.7350448,52.95087909472157
اصفهان,نايين,مرکزي,نايين,8906,27379,13768,13611,32.8610688,53.085985
اصفهان,نايين,مرکزي,بافران,688,1978,975,1003,32.8398145,53.1410521
اصفهان,نجف آباد,مرکزي,جوزدان,917,3248,1709,1539,32.5566297,51.3714526
اصفهان,نجف آباد,مرکزي,صادقيه,3554,11666,5952,5714,32.9558937,50.2058796
اصفهان,نجف آباد,مرکزي,صفاييه,136,405,207,198,33.4833647,50.3037976
اصفهان,نجف آباد,مرکزي,نجف آباد,72799,235281,118710,116571,33.3322314,48.5924864
اصفهان,نجف آباد,مرکزي,جوزدان,2105,6998,3574,3424,32.5566297,51.3714526
اصفهان,نجف آباد,مرکزي,گلدشت,7582,25235,12925,12310,32.6247941,51.4391574
اصفهان,نجف آباد,مرکزي,کهريزسنگ,3065,10442,5364,5078,32.62883235,51.480913042335175
اصفهان,نجف آباد,مهردشت,اشن,1615,4902,2576,2326,33.0902922,50.6808297
اصفهان,نجف آباد,مهردشت,حسين آباد,1444,4687,2435,2252,28.3611028,58.0066477
اصفهان,نجف آباد,مهردشت,دهق,2676,8272,4265,4007,33.1049716,50.9629781
اصفهان,نجف آباد,مهردشت,علويجه,2618,8067,4072,3995,33.0560985,51.0845672
اصفهان,نطنز,مرکزي,برزرود,710,1510,773,737,33.59517185,51.67658253320384
اصفهان,نطنز,مرکزي,طرق رود,375,917,486,431,33.3532066,51.7994415
اصفهان,نطنز,مرکزي,کرکس,810,1934,1030,904,33.4553805,51.7997813
اصفهان,نطنز,مرکزي,نطنز,4564,14122,7063,7059,33.5136336,51.9140078
اصفهان,نطنز,مرکزي,طرق رود,726,1749,865,884,33.3532066,51.7994415
اصفهان,نطنز,امام زاده,امامزاده آقاعلي عباس,923,2654,1431,1223,33.76861365,52.14360906641178
اصفهان,نطنز,امام زاده,خالدآباد,1054,3345,1714,1631,37.0686111,57.0169444
اصفهان,نطنز,امام زاده,بادرود,4763,14723,7470,7253,35.8328871,52.6998906
اصفهان,نطنز,امام زاده,خالدآباد,1034,3023,1490,1533,37.0686111,57.0169444
اصفهان,شاهين شهر و ميمه,ميمه,زرکان,997,3017,1598,1419,33.44791495,50.80751610271936
اصفهان,شاهين شهر و ميمه,ميمه,ونداده,2184,6605,3325,3280,33.38486195,51.20717147319098
اصفهان,شاهين شهر و ميمه,ميمه,ميمه,1909,5651,2776,2875,33.4522614,51.1719845
اصفهان,شاهين شهر و ميمه,ميمه,وزوان,1980,5952,3064,2888,33.4158478,51.1820934
اصفهان,شاهين شهر و ميمه,ميمه,لاي بيد,571,1832,902,930,33.4620923,50.6952181
اصفهان,شاهين شهر و ميمه,مرکزي,برخوارغربي,592,1956,1155,801,#,#
اصفهان,شاهين شهر و ميمه,مرکزي,مورچه خورت,758,2198,1167,1031,33.0903779,51.4785073
اصفهان,شاهين شهر و ميمه,مرکزي,شاهين شهر,54300,173329,86008,87321,32.8556169,51.558376
اصفهان,شاهين شهر و ميمه,مرکزي,گزبرخوار,7768,24433,12532,11901,#,#
اصفهان,شاهين شهر و ميمه,مرکزي,گرگاب,2920,9690,4937,4753,32.8678119,51.5981358
اصفهان,مبارکه,مرکزي,طالخونچه,370,1225,656,569,32.2603438,51.56283137914701
اصفهان,مبارکه,مرکزي,ديزيچه,412,1233,636,597,32.3805576,51.5116857
اصفهان,مبارکه,مرکزي,کرکوند,1133,3545,1834,1711,32.3460971,51.4473626
اصفهان,مبارکه,مرکزي,مبارکه,21676,69449,35429,34020,32.3424135,51.5046633
اصفهان,مبارکه,مرکزي,مجلسي,2784,9363,4820,4543,32.1968552,51.5007466
اصفهان,مبارکه,مرکزي,ديزيچه,6011,18935,9713,9222,32.3805576,51.5116857
اصفهان,مبارکه,مرکزي,طالخونچه,3104,9924,5051,4873,32.2603438,51.56283137914701
اصفهان,مبارکه,مرکزي,کرکوند,2217,7058,3645,3413,32.3460971,51.4473626
اصفهان,مبارکه,گرکن جنوبي,گرکن,2904,9296,4770,4526,32.39711795,51.69181417227081
اصفهان,مبارکه,گرکن جنوبي,نورآباد,3162,10213,5279,4934,34.0726246,47.9728357
اصفهان,مبارکه,گرکن جنوبي,زيباشهر,3163,10200,5196,5004,32.3865574,51.5679359
اصفهان,آران وبيدگل,کويرات,کويرات,1276,3996,2083,1913,13.8,32.733333
اصفهان,آران وبيدگل,کويرات,کوير,1395,4317,2246,2071,14.126097,45.534712
اصفهان,آران وبيدگل,کويرات,ابوزيدآباد,1784,5976,3132,2844,34.1330331,51.70237699022216
اصفهان,آران وبيدگل,مرکزي,سفيددشت,1873,6182,3296,2886,32.1715391,51.2058027
اصفهان,آران وبيدگل,مرکزي,آران وبيدگل,20315,65404,32903,32501,34.0699819,51.4763424
اصفهان,آران وبيدگل,مرکزي,نوش آباد,3707,11838,5951,5887,33.3330988,48.5742629
اصفهان,آران وبيدگل,مرکزي,سفيدشهر,1700,5804,3033,2771,34.126299,51.3506189
اصفهان,تيران وکرون,کرون,کرون سفلي,6128,19716,10056,9660,32.83254635,50.96794812932602
اصفهان,تيران وکرون,کرون,کرون عليا,2557,8110,4231,3879,32.9275474,50.808639052244374
اصفهان,تيران وکرون,کرون,عسگران,1462,4858,2515,2343,32.8646215,50.8517144
اصفهان,تيران وکرون,مرکزي,رضوانيه,1284,3837,2111,1726,28.7303841,58.9509926
اصفهان,تيران وکرون,مرکزي,ورپشت,3179,9743,4981,4762,32.7442687,51.0674074
اصفهان,تيران وکرون,مرکزي,تيران,6880,21703,10978,10725,33.1844873,49.7842949
اصفهان,تيران وکرون,مرکزي,رضوانشهر,1213,3606,1827,1779,37.5479126,49.1395774
اصفهان,چادگان,چنارود,چنارودجنوبي,563,1945,1021,924,32.5994842,50.308762952583876
اصفهان,چادگان,چنارود,چنارودشمالي,985,3534,1833,1701,32.68767885,50.34965791250339
اصفهان,چادگان,مرکزي,کاوه آهنگر,1580,5256,2739,2517,31.9174143,54.384575
اصفهان,چادگان,مرکزي,کبوترسرخ,2427,7488,3772,3716,32.832126200000005,50.61938422690557
اصفهان,چادگان,مرکزي,چادگان,2927,9924,4981,4943,32.7743148,50.62360837551181
اصفهان,چادگان,مرکزي,رزوه,1351,4332,2208,2124,32.836839,50.5717108
اصفهان,دهاقان,مرکزي,قمبوان,1909,5806,2931,2875,32.1447547,51.6427655
اصفهان,دهاقان,مرکزي,موسي آباد,383,1073,543,530,36.6227364,59.2188955
اصفهان,دهاقان,مرکزي,همگين,1300,4250,2148,2102,31.9104434,51.4723153
اصفهان,دهاقان,مرکزي,دهاقان,5790,17945,9167,8778,31.9344047,51.6547247
اصفهان,دهاقان,مرکزي,گلشن,1736,5437,2782,2655,36.1853094,58.6852309
اصفهان,برخوار,حبيب آباد,برخوارشرقي,1306,4138,2189,1949,33.00979235,51.897986910997474
اصفهان,برخوار,حبيب آباد,شاپورآباد,55,97,91,6,32.8438235,51.7444357
اصفهان,برخوار,حبيب آباد,حبيب آباد,3005,9491,4812,4679,32.8276538,51.7757315
اصفهان,برخوار,حبيب آباد,شاپورآباد,1801,5915,3075,2840,32.8438235,51.7444357
اصفهان,برخوار,حبيب آباد,کمشچه,1598,5100,2591,2509,33.2300007,52.0558823
اصفهان,برخوار,مرکزي,سين,16,38,38,0,35.000074,104.999927
اصفهان,برخوار,مرکزي,برخوارمرکزي,1318,4271,2199,2072,#,#
اصفهان,برخوار,مرکزي,خورزوق,9011,29154,15049,14105,32.7776241,51.649011
اصفهان,برخوار,مرکزي,دستگرد,5408,17775,9213,8562,32.9191552,59.294323
اصفهان,برخوار,مرکزي,دولت آباد,12350,40945,20985,19960,28.2433864,57.5871327
اصفهان,برخوار,مرکزي,سين,1755,5495,2867,2628,35.000074,104.999927
اصفهان,خور و بيابانک,مرکزي,بيابانک,811,2528,1278,1250,35.4119004,53.2684688
اصفهان,خور و بيابانک,مرکزي,جندق,52,173,92,81,34.0422837,54.4150165
اصفهان,خور و بيابانک,مرکزي,نخلستان,963,2662,1378,1284,29.5614885,51.4119082117456
اصفهان,خور و بيابانک,مرکزي,خور,2208,6765,3466,3299,27.6459069,54.345362
اصفهان,خور و بيابانک,مرکزي,فرخي,909,2968,1465,1503,33.8299856,59.5303836
اصفهان,خور و بيابانک,مرکزي,جندق,1477,4665,2298,2367,34.0422837,54.4150165
اصفهان,بوئین و میاندشت,مرکزي,سردسير,996,2753,1412,1341,33.14394085,50.23376464355202
اصفهان,بوئین و میاندشت,مرکزي,گرجي,142,473,258,215,35.762,46.7468
اصفهان,بوئین و میاندشت,مرکزي,ييلاق,1060,3189,1639,1550,35.1344723,50.2179643
اصفهان,بوئین و میاندشت,مرکزي,بويين ومياندشت,3137,9889,4965,4924,#,#
اصفهان,بوئین و میاندشت,مرکزي,افوس,1258,3696,1846,1850,33.0243539,50.0940598
اصفهان,بوئین و میاندشت,کرچمبو,کرچمبوجنوبي,701,2172,1167,1005,33.185188499999995,49.96486033698747
اصفهان,بوئین و میاندشت,کرچمبو,کرچمبوشمالي,732,1991,1004,987,33.2418577,50.126768013220754
سيستان و بلوچستان,ايرانشهر,بزمان,آب رئيس,426,1621,791,830,28.3803979,59.68840960281247
سيستان و بلوچستان,ايرانشهر,بزمان,بزمان,1308,5014,2460,2554,27.850547,60.1736164
سيستان و بلوچستان,ايرانشهر,بزمان,بزمان,1355,5192,2450,2742,27.850547,60.1736164
سيستان و بلوچستان,ايرانشهر,بمپور,بمپورشرقي,5471,21244,10602,10642,27.170568250000002,60.54688364622349
سيستان و بلوچستان,ايرانشهر,بمپور,بمپورغربي,4225,16794,8213,8581,#,#
سيستان و بلوچستان,ايرانشهر,بمپور,محمدان,2550,10302,5039,5263,27.2023277,60.5616428
سيستان و بلوچستان,ايرانشهر,بمپور,بمپور,3123,12217,5979,6238,27.1941781,60.4554816
سيستان و بلوچستان,ايرانشهر,مركزئ,ابتر,2936,10624,5227,5397,27.2337133,60.8827781
سيستان و بلوچستان,ايرانشهر,مركزئ,حومه,11012,46162,23183,22979,37.68543455,45.84511230735063
سيستان و بلوچستان,ايرانشهر,مركزئ,دامن,2970,11392,5604,5788,31.595,47.356667
سيستان و بلوچستان,ايرانشهر,مركزئ,ايرانشهر,27248,113750,58143,55607,27.2069903,60.6882515
سيستان و بلوچستان,چابهار,دشتيارئ,باهوكلات,8119,34748,17799,16949,25.6723459,61.3566776
سيستان و بلوچستان,چابهار,دشتيارئ,سندميرثويان,3913,18401,9759,8642,25.382333,61.2709107
سيستان و بلوچستان,چابهار,دشتيارئ,نگور,4727,21092,10791,10301,25.3889117,61.1390842
سيستان و بلوچستان,چابهار,دشتيارئ,نگور,1320,5670,2917,2753,25.3889117,61.1390842
سيستان و بلوچستان,چابهار,مركزئ,پيرسهراب,6493,25265,12658,12607,25.7340325,60.8759847
سيستان و بلوچستان,چابهار,مركزئ,كمبل سليمان,8854,38268,19433,18835,#,#
سيستان و بلوچستان,چابهار,مركزئ,چابهار,25896,106739,54657,52082,35.7293738,51.7550629
سيستان و بلوچستان,چابهار,پلان,پلان,8812,33004,16454,16550,25.5967262,61.1018603
سيستان و بلوچستان,خاش,مركزئ,پشتكوه,3920,13587,6834,6753,#,#
سيستان و بلوچستان,خاش,مركزئ,سنگان,1854,6411,3121,3290,25.5435928,61.2846436
سيستان و بلوچستان,خاش,مركزئ,كارواندر,2076,7153,3553,3600,#,#
سيستان و بلوچستان,خاش,مركزئ,كوه سفيد,4105,13773,6841,6932,26.6880137,57.5373269
سيستان و بلوچستان,خاش,مركزئ,اسماعيل آباد,4430,17577,9464,8113,29.8231457,56.7748603
سيستان و بلوچستان,خاش,مركزئ,خاش,14384,56584,28494,28090,28.2203911,61.2137052
سيستان و بلوچستان,خاش,نوك آباد,اسكل آباد,1800,6015,2977,3038,#,#
سيستان و بلوچستان,خاش,نوك آباد,تفتان جنوبي,3206,11725,5578,6147,28.49091765,60.96100627966524
سيستان و بلوچستان,خاش,نوك آباد,گوهركوه,3024,10078,5093,4985,#,#
سيستان و بلوچستان,خاش,نوك آباد,نازيل,3201,11097,5586,5511,28.734190849999997,60.62289939917301
سيستان و بلوچستان,خاش,نوك آباد,نوك آباد,1370,5261,2623,2638,#,#
سيستان و بلوچستان,خاش,ايرندگان,ايرندگان,1562,4056,2037,2019,27.714230200000003,61.04338927888678
سيستان و بلوچستان,خاش,ايرندگان,كهنوك,2961,9267,4384,4883,#,#
سيستان و بلوچستان,زابل,مركزئ,بنجار,7263,26924,13432,13492,31.0428989,61.5682749
سيستان و بلوچستان,زابل,مركزئ,زابل,35401,134950,67691,67259,32.3068942,67.129904
سيستان و بلوچستان,زابل,مركزئ,بنجار,1027,3760,1857,1903,31.0428989,61.5682749
سيستان و بلوچستان,زاهدان,مركزئ,چشمه زيارت,8821,34693,17727,16966,37.3204138,47.7061419
سيستان و بلوچستان,زاهدان,مركزئ,حرمك,1457,5796,2955,2841,29.930672,60.671985275922225
سيستان و بلوچستان,زاهدان,مركزئ,زاهدان,146717,587730,299550,288180,29.4928874,60.8503017
سيستان و بلوچستان,زاهدان,مركزئ,زاهدان 1,24200,96535,50072,46463,35.7236855,51.4341229
سيستان و بلوچستان,زاهدان,مركزئ,زاهدان 2,29210,112926,56234,56692,35.7236855,51.4341229
سيستان و بلوچستان,زاهدان,مركزئ,زاهدان 3,40109,159362,81566,77796,29.4742079,60.827295
سيستان و بلوچستان,زاهدان,مركزئ,زاهدان 4,27272,114088,59057,55031,35.7236855,51.4341229
سيستان و بلوچستان,زاهدان,مركزئ,زاهدان 5,25926,104819,52621,52198,35.7236855,51.4341229
سيستان و بلوچستان,زاهدان,نصرت آباد,دومك,1316,5437,2744,2693,#,#
سيستان و بلوچستان,زاهدان,نصرت آباد,نصرت آباد,2211,7787,3960,3827,37.4388801,59.1645174
سيستان و بلوچستان,زاهدان,نصرت آباد,نصرت آباد,1255,5238,2545,2693,37.4388801,59.1645174
سيستان و بلوچستان,زاهدان,كورين,كورين,4701,17764,8929,8835,35.8659538,36.5725627
سيستان و بلوچستان,زاهدان,كورين,شورو,1993,8134,4105,4029,9.2112318,2.5465640355636183
سيستان و بلوچستان,سراوان,جالق,جالق,803,2877,1425,1452,27.6033419,62.7097131
سيستان و بلوچستان,سراوان,جالق,كله گان,1924,6962,3504,3458,#,#
سيستان و بلوچستان,سراوان,جالق,ناهوك,2239,8414,4150,4264,#,#
سيستان و بلوچستان,سراوان,جالق,جالق,4719,18098,9025,9073,27.6033419,62.7097131
سيستان و بلوچستان,سراوان,مركزئ,حومه,10704,41735,21040,20695,37.68543455,45.84511230735063
سيستان و بلوچستان,سراوان,مركزئ,گشت,1206,4655,2317,2338,37.187787900000004,49.30122451583975
سيستان و بلوچستان,سراوان,مركزئ,سراوان,15929,60014,30689,29325,27.3651673,62.3390963
سيستان و بلوچستان,سراوان,مركزئ,محمدي,1642,5606,2835,2771,27.3278336,62.3903874
سيستان و بلوچستان,سراوان,مركزئ,گشت,1229,4992,2440,2552,37.187787900000004,49.30122451583975
سيستان و بلوچستان,سراوان,بم پشت,بم پشت,4165,14481,7156,7325,26.909875,62.87116719874461
سيستان و بلوچستان,سراوان,بم پشت,كشتگان,2084,8349,4237,4112,#,#
سيستان و بلوچستان,سراوان,بم پشت,كوهك اسفندك,3089,12880,6378,6502,#,#
